asin,product_name,category,category_encoded,marketplace_region,region_encoded,price,cost,sourcing_cost,monthly_sales,monthly_revenue,monthly_profit,margin_pct,rating,num_reviews,competition,listing_score,fulfillment_type,is_winner,is_profitable,product_url,image_url
B0758F7KK7,Caprigo Heavy Duty TV Wall Mount Bracket for 14 to 32 Inch LED/HD/Smart TV’s; Universal...,Consumer Electronics,0,EU,2,4.99,1.11,1.11,46,229.54,27.14,11.8,4.0,1236,4,8,Amazon FBA,0,0,https://www.amazon.in/Maxicom-B-28-Universal-Bracket-inches/dp/B0758F7KK7/ref=sr_1_274?qid=1672909138&s=electronics&sr=1-274,https://m.media-amazon.com/images/I/41js3ITzVHL._SY300_SX300_QL70_FMwebp_.jpg
B09L835C3V,Smashtronics® - Case for Firetv Remote; Fire Stick Remote Cover Case; Silicone Cover fo...,Consumer Electronics,0,UK,3,4.5,0.91,0.91,65,292.5,31.85,10.9,4.2,1335,3,8,Amazon FBA,0,0,https://www.amazon.in/Smashtronics%C2%AE-Silicone-Firestick-Control-Shockproof/dp/B09L835C3V/ref=sr_1_276?qid=1672909138&s=electronics&sr=1-276,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31dENZ1gQVL._SX300_SY300_QL70_FMwebp_.jpg
B098TV3L96,Electvision Remote Control for led Smart tv Compatible with VU Smart Led (Without Voice),Consumer Electronics,0,UAE,4,18.0,4.95,4.95,18,324.0,51.84,16.0,3.8,197,4,7,Amazon FBA,0,0,https://www.amazon.in/Electvision-Remote-Control-Compatible-Without/dp/B098TV3L96/ref=sr_1_279?qid=1672909138&s=electronics&sr=1-279,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41rEpW57SyL._SX300_SY300_QL70_FMwebp_.jpg
B08NCKT9FG,Boat A 350 Type C Cable 1.5m(Jet Black),Consumer Electronics,0,IN,0,299.0,102.81,102.81,307,91793.0,1817.44,2.0,4.4,28791,5,8,Amazon FBA,0,0,https://www.amazon.in/Boat-Type-Cable-1-5m-Black/dp/B08NCKT9FG/ref=sr_1_284?qid=1672909138&s=electronics&sr=1-284,https://m.media-amazon.com/images/I/412XfBAEikL._SX300_SY300_QL70_FMwebp_.jpg
B0B4T6MR8N,pTron Solero M241 2.4A Micro USB Data & Charging Cable; Made in India; 480Mbps Data Syn...,Consumer Electronics,0,US,1,4.99,1.34,1.34,43,214.57,43.0,20.0,3.9,1075,1,8,Amazon FBA,0,0,https://www.amazon.in/pTron-Charging-480Mbps-Durable-1-Meter/dp/B0B4T6MR8N/ref=sr_1_287?qid=1672909138&s=electronics&sr=1-287,https://m.media-amazon.com/images/I/317rlQQXhYL._SX300_SY300_QL70_FMwebp_.jpg
B01GGKZ4NU,AmazonBasics USB Type-C to USB Type-C 2.0 Cable for Charging Adapter; Smartphone - 9 Fe...,Consumer Electronics,0,EU,2,6.1,1.32,1.32,330,2013.0,339.9,16.9,4.2,29746,5,8,Amazon FBA,1,1,https://www.amazon.in/AmazonBasics-USB-Type-C-2-0-Cable/dp/B01GGKZ4NU/ref=sr_1_288?qid=1672909138&s=electronics&sr=1-288,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41pOYlC-U8L._SX300_SY300_QL70_FMwebp_.jpg
B09BW2GP18,Croma 3A Fast charge 1m Type-C to All Type-C Phones sync and charge cable; Made in Indi...,Consumer Electronics,0,UK,3,4.5,1.2,1.2,27,121.5,1.89,1.6,3.9,295,4,8,Amazon FBA,0,0,https://www.amazon.in/Croma-transfer-Durability-warranty-CRCMA0106sTC10/dp/B09BW2GP18/ref=sr_1_289?qid=1672909138&s=electronics&sr=1-289,https://m.media-amazon.com/images/I/31qs7auuBKL._SY445_SX342_QL70_FMwebp_.jpg
B09WN3SRC7,Sony Bravia 164 cm (65 inches) 4K Ultra HD Smart LED Google TV KD-65X74K (Black),Consumer Electronics,0,UAE,4,3450.88,1182.35,1182.35,120,414105.6,173989.2,42.0,4.7,5935,4,9,Amazon FBA,1,1,https://www.amazon.in/Sony-Bravia-inches-Google-KD-65X74K/dp/B09WN3SRC7/ref=sr_1_291?qid=1672909138&s=electronics&sr=1-291,https://m.media-amazon.com/images/I/51uVckL1jRL._SY300_SX300_QL70_FMwebp_.jpg
B09B125CFJ,7SEVEN® Compatible for Mi tv Remote Control Original Suitable with Smart Android 4K LED...,Consumer Electronics,0,IN,0,349.0,125.52,125.52,19,6631.0,237.69,3.6,3.6,323,2,7,Amazon FBA,0,0,https://www.amazon.in/7SEVEN-Compatible-Non-Voice-Infrared-Universal/dp/B09B125CFJ/ref=sr_1_290?qid=1672909139&s=electronics&sr=1-290,https://m.media-amazon.com/images/I/31x9nSr-rqL._SY300_SX300_QL70_FMwebp_.jpg
B09RQRZW2X,7SEVEN® Compatible Vu Smart Tv Remote Control Suitable for Original 4K Android LED Ultr...,Consumer Electronics,0,US,1,6.01,1.34,1.34,17,102.17,31.11,30.4,3.7,185,1,7,Amazon FBA,0,0,https://www.amazon.in/7SEVENTM-Compatible-Android-Original-Replacement/dp/B09RQRZW2X/ref=sr_1_291?qid=1672909139&s=electronics&sr=1-291,https://m.media-amazon.com/images/I/31c+W3iUSxL._SY300_SX300_.jpg
B07924P3C5,Storite High Speed Micro USB 3.0 Cable A to Micro B for External & Desktop Hard Drives ...,Consumer Electronics,0,EU,2,4.99,1.03,1.03,71,354.29,42.6,12.0,4.2,2117,3,7,Amazon FBA,0,0,https://www.amazon.in/Storite-Feet-Micro-USB-Cable/dp/B07924P3C5/ref=sr_1_292?qid=1672909139&s=electronics&sr=1-292,https://m.media-amazon.com/images/I/41Ft9wrU55L._SX300_SY300_QL70_FMwebp_.jpg
B08N1WL9XW,FLiX (Beetel) 3in1 (Type C|Micro|Iphone Lightening) Textured Pattern 3A Fast Charging C...,Consumer Electronics,0,UK,3,4.5,0.84,0.84,167,751.5,83.5,11.1,4.0,9378,3,7,Amazon FBA,0,0,https://www.amazon.in/FLiX-Textured-charging-Lightning-Smartphones/dp/B08N1WL9XW/ref=sr_1_293?qid=1672909139&s=electronics&sr=1-293,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31-ACQj+oDL._SY445_SX342_.jpg
B07VVXJ2P5,SVM Products Unbreakable Set Top Box Stand with Dual Remote Holder (Black),Consumer Electronics,0,UAE,4,18.0,4.49,4.49,69,1242.0,195.27,15.7,3.6,1796,1,7,Amazon FBA,0,0,https://www.amazon.in/SVM-Products-Premium-Quality-Unbreakable/dp/B07VVXJ2P5/ref=sr_1_300?qid=1672909139&s=electronics&sr=1-300,https://m.media-amazon.com/images/I/41QvckgGiCL._SY300_SX300_QL70_FMwebp_.jpg
B0BC8BQ432,VU 164 cm (65 inches) The GloLED Series 4K Smart LED Google TV 65GloLED (Grey),Consumer Electronics,0,IN,0,54990.0,15974.21,15974.21,131,7203690.0,2439054.94,33.9,4.3,3587,2,8,Amazon FBA,1,1,https://www.amazon.in/VU-inches-GloLED-Google-65GloLED/dp/B0BC8BQ432/ref=sr_1_302?qid=1672909139&s=electronics&sr=1-302,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41pdZIhY+gL._SY300_SX300_.jpg
B06XFTHCNY,CableCreation RCA to 3.5mm Male Audio Cable; 3.5mm to 2RCA Cable Male RCA Cable;Y Split...,Consumer Electronics,0,US,1,5.29,1.28,1.28,118,624.22,142.78,22.9,4.2,4296,1,8,Amazon FBA,1,1,https://www.amazon.in/Cablecreation-Audio-Cable-3-5mm-2-Male/dp/B06XFTHCNY/ref=sr_1_305?qid=1672909139&s=electronics&sr=1-305,https://m.media-amazon.com/images/I/41Bh7qwDUmL._SY445_SX342_QL70_FMwebp_.jpg
B08CT62BM1,Wayona USB Type C Fast Charging Cable Charger Cord 3A QC 3.0 Data Cable Compatible with...,Consumer Electronics,0,EU,2,4.99,1.16,1.16,84,419.16,51.24,12.2,4.3,2651,1,8,Amazon FBA,0,0,https://www.amazon.in/Wayona-Charging-Charger-Samsung-Galaxy/dp/B08CT62BM1/ref=sr_1_326?qid=1672909140&s=electronics&sr=1-326,https://m.media-amazon.com/images/I/416qO6VZHgL._SX300_SY300_QL70_FMwebp_.jpg
B07CRL2GY6,boAt Rugged V3 Braided Micro USB Cable (Pearl White),Consumer Electronics,0,UK,3,4.5,0.99,0.99,652,2934.0,260.8,8.9,4.2,94363,3,9,Amazon FBA,0,0,https://www.amazon.in/Rugged-V3-Braided-Micro-Cable/dp/B07CRL2GY6/ref=sr_1_329?qid=1672909140&s=electronics&sr=1-329,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31mfWNStU9L._SX300_SY300_QL70_FMwebp_.jpg
B07DWFX9YS,Amazon Basics USB A to Lightning PVC Molded Nylon MFi Certified Charging Cable (Black; ...,Consumer Electronics,0,UAE,4,34.91,6.98,6.98,295,10298.45,4354.2,42.3,4.2,34540,3,8,Amazon FBA,1,1,https://www.amazon.in/AmazonBasics-Certified-Lightning-Charge-Collection/dp/B07DWFX9YS/ref=sr_1_333?qid=1672909140&s=electronics&sr=1-333,https://m.media-amazon.com/images/I/41jTlkBBf4L._SX300_SY300_QL70_FMwebp_.jpg
B01D5H90L4,AmazonBasics - High-Speed Male to Female HDMI Extension Cable - 6 Feet,Consumer Electronics,0,IN,0,299.0,84.66,84.66,140,41860.0,2016.0,4.8,4.4,8714,3,9,Amazon FBA,0,0,https://www.amazon.in/AmazonBasics-High-Speed-Female-Extension-Cable/dp/B01D5H90L4/ref=sr_1_335?qid=1672909140&s=electronics&sr=1-335,https://m.media-amazon.com/images/I/41BIgj-8fML._SY300_SX300_QL70_FMwebp_.jpg
B07F1P8KNV,Wayona Nylon Braided Usb Type C 3Ft 1M 3A Fast Charger Cable For Samsung Galaxy S9 S8 (...,Consumer Electronics,0,US,1,4.99,1.33,1.33,216,1077.84,198.72,18.4,4.2,10576,2,9,Amazon FBA,1,1,https://www.amazon.in/Wayona-Charger-Samsung-Galaxy-Wc3Cb1/dp/B07F1P8KNV/ref=sr_1_338?qid=1672909141&s=electronics&sr=1-338,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41DXzzwydTL._SX300_SY300_QL70_FMwebp_.jpg
B084N1BM9L,Belkin Apple Certified Lightning to USB Charge and Sync Tough Braided Cable for iPhone;...,Consumer Electronics,0,EU,2,14.43,4.16,4.16,165,2380.95,-196.35,-8.2,4.4,7318,4,8,Amazon FBA,0,0,https://www.amazon.in/Belkin-Certified-Lightning-Braided-Meters-Black/dp/B084N1BM9L/ref=sr_1_340?qid=1672909141&s=electronics&sr=1-340,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31vIaLbBXmL._SY445_SX342_QL70_FMwebp_.jpg
B09F6D21BY,7SEVEN Compatible LG TV Remote Suitable for LG Non Magic Smart tv Remote Control (Mouse...,Consumer Electronics,0,UK,3,7.52,1.84,1.84,15,112.8,22.05,19.5,3.0,103,1,5,Amazon FBA,0,0,https://www.amazon.in/Compatible-Suitable-Control-Non-Support-Netflix/dp/B09F6D21BY/ref=sr_1_344?qid=1672909141&s=electronics&sr=1-344,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/315sEpeo50L._SX300_SY300_QL70_FMwebp_.jpg
B09LQQYNZQ,Realme Smart TV Stick 4K,Consumer Electronics,0,UAE,4,207.92,63.36,63.36,28,5821.76,2261.84,38.9,4.5,224,2,9,Amazon FBA,0,0,https://www.amazon.in/Realme-Smart-TV-Stick-4K/dp/B09LQQYNZQ/ref=sr_1_352?qid=1672909141&s=electronics&sr=1-352,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31M+JM+KZIL._SY300_SX300_.jpg
B0BC9BW512,Acer 100 cm (40 inches) P Series Full HD Android Smart LED TV AR40AR2841FDFL (Black),Consumer Electronics,0,IN,0,18999.0,5959.79,5959.79,141,2678859.0,847404.36,31.6,4.3,4702,3,8,Amazon FBA,1,1,https://www.amazon.in/Acer-inches-Android-Smart-AR40AR2841FDFL/dp/B0BC9BW512/ref=sr_1_367?qid=1672909143&s=electronics&sr=1-367,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/515t5K7hdqL._SY300_SX300_QL70_FMwebp_.jpg
B0B61HYR92,Lapster usb 2.0 mantra cable; mantra mfs 100 data cable (black),Consumer Electronics,0,US,1,4.99,1.18,1.18,15,74.85,16.05,21.4,4.2,85,5,9,Amazon FBA,0,0,https://www.amazon.in/Lapster-mantra-cable-data-black/dp/B0B61HYR92/ref=sr_1_371?qid=1672909143&s=electronics&sr=1-371,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41wgqEfJy3L._SX300_SY300_QL70_FMwebp_.jpg
B075ZTJ9XR,AmazonBasics High-Speed Braided HDMI Cable - 3 Feet - Supports Ethernet; 3D; 4K and Aud...,Consumer Electronics,0,EU,2,4.99,1.22,1.22,422,2105.78,223.66,10.6,4.4,35877,1,8,Amazon FBA,0,0,https://www.amazon.in/AmazonBasics-Braided-HDMI-Cable-3-Feet/dp/B075ZTJ9XR/ref=sr_1_380?qid=1672909143&s=electronics&sr=1-380,https://m.media-amazon.com/images/I/41SxrTzMivL._SX300_SY300_QL70_FMwebp_.jpg
B0978V2CP6,Cubetek 3 in 1 LCD Display V5.0 Bluetooth Transmitter Receiver; Bypass Audio Adapter wi...,Consumer Electronics,0,UK,3,18.95,5.79,5.79,54,1023.3,31.86,3.1,4.0,897,3,8,Amazon FBA,0,0,https://www.amazon.in/Bluetooth-Transmitter-Receiver-Headphones-Speakers/dp/B0978V2CP6/ref=sr_1_385?qid=1672909144&s=electronics&sr=1-385,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/315GvM3Qq6S._SX300_SY300_QL70_FMwebp_.jpg
B09LRZYBH1,KRISONS Thunder Speaker; Multimedia Home Theatre; Floor Standing Speaker; LED Display w...,Consumer Electronics,0,UAE,4,101.73,32.81,32.81,21,2136.33,607.11,28.4,3.8,282,5,7,Amazon FBA,0,0,https://www.amazon.in/KRISONS-Multimedia-Standing-Bluetooth-Connectivity/dp/B09LRZYBH1/ref=sr_1_388?qid=1672909144&s=electronics&sr=1-388,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41zEHNLyhKL._SX300_SY300_QL70_FMwebp_.jpg
B0B997FBZT,Acer 139 cm (55 inches) H Series 4K Ultra HD Android Smart LED TV AR55AR2851UDPRO (Black),Consumer Electronics,0,IN,0,35999.0,13200.95,13200.95,66,2375934.0,573639.0,24.1,4.3,1611,3,8,Amazon FBA,0,0,https://www.amazon.in/Acer-inches-Ultra-Android-AR55AR2851UDPRO/dp/B0B997FBZT/ref=sr_1_394?qid=1672909144&s=electronics&sr=1-394,https://m.media-amazon.com/images/I/51aFoI9nNZL._SY300_SX300_QL70_FMwebp_.jpg
B098LCVYPW,Dealfreez Case Compatible for Fire TV Stick 4K All Alexa Voice Remote Shockproof Silico...,Consumer Electronics,0,US,1,4.99,1.33,1.33,34,169.66,29.92,17.6,4.2,513,2,8,Amazon FBA,0,0,https://www.amazon.in/Dealfreez-Compatible-Shockproof-Silicone-Anti-Lost/dp/B098LCVYPW/ref=sr_1_395?qid=1672909144&s=electronics&sr=1-395,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41Zc-phmoEL._SX300_SY300_QL70_FMwebp_.jpg
B09HV71RL1,Wayona Type C to Lightning MFI Certified 20W Fast charging Nylon Braided USB C Cable fo...,Consumer Electronics,0,EU,2,7.99,2.17,2.17,54,431.46,87.48,20.3,4.1,1045,3,8,Amazon FBA,0,0,https://www.amazon.in/Wayona-Lightning-Certified-charging-Braided/dp/B09HV71RL1/ref=sr_1_400?qid=1672909144&s=electronics&sr=1-400,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41+tGYXUN8L._SX342_SY445_.jpg
B08PZ6HZLT,VW 80 cm (32 inches) HD Ready Android Smart LED TV VW32PRO (Black),Consumer Electronics,0,UK,3,85.7,25.12,25.12,162,13883.4,2668.14,19.2,4.0,6347,2,7,Amazon FBA,1,1,https://www.amazon.in/inches-Ready-Smart-VW32PRO-Black/dp/B08PZ6HZLT/ref=sr_1_404?qid=1672909144&s=electronics&sr=1-404,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/51HNUsgY29L._SY300_SX300_QL70_FMwebp_.jpg
B075TJHWVC,Airtel Digital TV HD Set Top Box with 1 Month Basic Pack with Recording + Free Standard...,Consumer Electronics,0,UAE,4,40.58,15.3,15.3,116,4707.28,81.2,1.7,4.2,3300,3,8,Amazon FBA,0,0,https://www.amazon.in/Airtel-Digital-TV-Month-Recording/dp/B075TJHWVC/ref=sr_1_407_mod_primary_new?qid=1672909144&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-407,https://m.media-amazon.com/images/I/31x1oQ78mDL._SY300_SX300_QL70_FMwebp_.jpg
B09LV13JFB,LOHAYA Voice Assistant Remote Compatible for Airtel Xstream Set-Top Box Remote Control ...,Consumer Electronics,0,IN,0,399.0,146.46,146.46,15,5985.0,348.6,5.8,3.3,23,3,6,Amazon FBA,0,0,https://www.amazon.in/LOHAYA-Assistant-Compatible-Xstream-Function/dp/B09LV13JFB/ref=sr_1_408?qid=1672909144&s=electronics&sr=1-408,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31GCzAA+FyL._SY300_SX300_.jpg
B092BL5DCX,Samsung 138 cm (55 inches) Crystal 4K Series Ultra HD Smart LED TV UA55AUE60AKLXL (Black),Consumer Electronics,0,US,1,554.2,164.24,164.24,190,105298.0,39552.3,37.6,4.3,7109,2,9,Amazon FBA,1,1,https://www.amazon.in/Samsung-inches-Crystal-Ultra-UA55AUE60AKLXL/dp/B092BL5DCX/ref=sr_1_411?qid=1672909145&s=electronics&sr=1-411,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41Y9XnzBHTL._SY300_SX300_QL70_FMwebp_.jpg
B09VH568H7,Amazon Brand - Solimo 3A Fast Charging Tough Type C USB Data Cable  – 1 Meter,Consumer Electronics,0,EU,2,4.99,1.06,1.06,15,74.85,8.7,11.6,3.8,51,5,7,Amazon FBA,0,0,https://www.amazon.in/Amazon-Brand-Solimo-Charging-Cable/dp/B09VH568H7/ref=sr_1_415?qid=1672909145&s=electronics&sr=1-415,https://m.media-amazon.com/images/I/21pqzUPpJNL._SY300_SX300_QL70_FMwebp_.jpg
B09HQSV46W,Mi 100 cm (40 inches) Horizon Edition Full HD Android LED TV 4A | L40M6-EI (Black),Consumer Electronics,0,UK,3,209.51,63.61,63.61,298,62433.98,15478.12,24.8,4.2,32840,3,8,Amazon FBA,1,1,https://www.amazon.in/inches-Horizon-Android-L40M6-EI-Black/dp/B09HQSV46W/ref=sr_1_420?qid=1672909145&s=electronics&sr=1-420,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41giUEJJGDL._SY300_SX300_QL70_FMwebp_.jpg
B08TZD7FQN,"Astigo Compatible Remote Control for Mi Smart LED 4A (43""/32"")",Consumer Electronics,0,UAE,4,18.0,4.73,4.73,33,594.0,95.7,16.1,3.7,708,3,7,Amazon FBA,0,0,https://www.amazon.in/Astigo-Compatible-Remote-Control-Smart/dp/B08TZD7FQN/ref=sr_1_423?qid=1672909145&s=electronics&sr=1-423,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31yPzs3mAlL._SX300_SY300_QL70_FMwebp_.jpg
B0B21XL94T,Toshiba 108 cm (43 inches) V Series Full HD Smart Android LED TV 43V35KP (Silver),Consumer Electronics,0,IN,0,21990.0,6524.53,6524.53,54,1187460.0,397486.44,33.5,4.3,1657,3,9,Amazon FBA,0,0,https://www.amazon.in/Toshiba-inches-Android-43V35KP-Silver/dp/B0B21XL94T/ref=sr_1_425?qid=1672909145&s=electronics&sr=1-425,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/51iQQPQSiGL._SX300_SY300_QL70_FMwebp_.jpg
B09PTT8DZF,Lenovo USB A to Type-C Tangle-free  Aramid fiber braided 1.2m cable with 4A Fast chargi...,Consumer Electronics,0,US,1,5.03,1.14,1.14,38,191.14,42.56,22.3,3.9,523,3,8,Amazon FBA,0,0,https://www.amazon.in/Lenovo-Tangle-free-Aramid-braided-1-2m-transmission-certified/dp/B09PTT8DZF/ref=sr_1_438?qid=1672909146&s=electronics&sr=1-438,https://m.media-amazon.com/images/I/317Bv9KEltL._SX300_SY300_QL70_FMwebp_.jpg
B0B94JPY2N,Amazon Brand - Solimo 65W Fast Charging Braided Type C to C Data Cable | Suitable For A...,Consumer Electronics,0,EU,2,4.99,1.0,1.0,15,74.85,11.55,15.4,3.0,250,1,6,Amazon FBA,0,0,https://www.amazon.in/Amazon-Brand-Charging-Suitable-Supported/dp/B0B94JPY2N/ref=sr_1_444?qid=1672909146&s=electronics&sr=1-444,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41Vpx5MVtaL._SY300_SX300_QL70_FMwebp_.jpg
B0B3XXSB1K,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7500PSF (Ceramic Black),Consumer Electronics,0,UK,3,457.05,170.78,170.78,51,23309.55,4433.94,19.0,4.3,1376,3,9,Amazon FBA,0,0,https://www.amazon.in/LG-inches-Ultra-55UQ7500PSF-Ceramic/dp/B0B3XXSB1K/ref=sr_1_445?qid=1672909146&s=electronics&sr=1-445,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/51dOjIreG4L._SX300_SY300_QL70_FMwebp_.jpg
B08RZ12GKR,Tata Sky Digital TV HD Setup Box Remote,Consumer Electronics,0,UAE,4,18.0,3.81,3.81,15,270.0,56.4,20.9,3.5,121,2,7,Amazon FBA,0,0,https://www.amazon.in/Tata-Sky-Digital-Setup-Remote/dp/B08RZ12GKR/ref=sr_1_447?qid=1672909146&s=electronics&sr=1-447,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41o4qDiFFwL._SX300_SY300_QL70_FMwebp_.jpg
B0B4T8RSJ1,pTron Solero T241 2.4A Type-C Data & Charging USB Cable; Made in India; 480Mbps Data Sy...,Consumer Electronics,0,IN,0,149.0,41.2,41.2,60,8940.0,1384.2,15.5,3.9,1075,3,8,Amazon FBA,0,0,https://www.amazon.in/pTron-Charging-480Mbps-Durable-Smartphone/dp/B0B4T8RSJ1/ref=sr_1_448?qid=1672909146&s=electronics&sr=1-448,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31XFe74gRjL._SX300_SY300_QL70_FMwebp_.jpg
B0B7B9V9QP,VU 108 cm (43 inches) Premium Series Full HD Smart LED TV 43GA (Black),Consumer Electronics,0,US,1,228.9,74.5,74.5,49,11216.1,3650.01,32.5,4.0,1001,3,7,Amazon FBA,0,0,https://www.amazon.in/VU-inches-Premium-Smart-43GA/dp/B0B7B9V9QP/ref=sr_1_449?qid=1672909146&s=electronics&sr=1-449,https://m.media-amazon.com/images/I/51eyIMn02bL._SX300_SY300_QL70_FMwebp_.jpg
B08XXVXP3J,Storite Super Speed USB 3.0 Male to Male Cable for Hard Drive Enclosures; Laptop Coolin...,Consumer Electronics,0,EU,2,4.99,0.91,0.91,17,84.83,13.94,16.4,4.3,112,2,9,Amazon FBA,0,0,https://www.amazon.in/Storite-USB-3-0-Transfer-Enclosures/dp/B08XXVXP3J/ref=sr_1_450?qid=1672909146&s=electronics&sr=1-450,https://m.media-amazon.com/images/I/41XgWuRRNFL._SX300_SY300_QL70_FMwebp_.jpg
B06XGWRKYT,Kodak 80 cm (32 Inches) HD Ready LED TV Kodak 32HDX900S (Black),Consumer Electronics,0,UK,3,76.18,28.72,28.72,93,7084.74,990.45,14.0,3.8,3022,3,8,Amazon FBA,0,0,https://www.amazon.in/Kodak-inches-32HDX900S-Ready-Black/dp/B06XGWRKYT/ref=sr_1_451?qid=1672909146&s=electronics&sr=1-451,https://m.media-amazon.com/images/I/51xYKHUpdHL._SY300_SX300_QL70_FMwebp_.jpg
B07CWDX49D,AmazonBasics Double Braided Nylon USB Type-C to Type-C 2.0 Cable; Charging Adapter; Sma...,Consumer Electronics,0,UAE,4,28.72,5.68,5.68,156,4480.32,1616.16,36.1,4.3,5451,4,9,Amazon FBA,1,1,https://www.amazon.in/AmazonBasics-Double-Braided-Nylon-Type-C/dp/B07CWDX49D/ref=sr_1_452?qid=1672909146&s=electronics&sr=1-452,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41AUgZQAs5L._SX300_SY300_QL70_FMwebp_.jpg
B09TY4MSH3,Firestick Remote,Consumer Electronics,0,IN,0,1289.0,425.01,425.01,15,19335.0,4224.15,21.8,3.3,73,3,6,Amazon FBA,0,0,https://www.amazon.in/V-smash-Firestick-Remote/dp/B09TY4MSH3/ref=sr_1_453?qid=1672909146&s=electronics&sr=1-453,https://m.media-amazon.com/images/I/31jcyZIAWWL._SX300_SY300_QL70_FMwebp_.jpg
B07RY2X9MP,AmazonBasics 10.2 Gbps High-Speed 4K HDMI Cable with Braided Cord (10-Foot; Dark Grey),Consumer Electronics,0,US,1,7.34,2.0,2.0,61,447.74,127.49,28.5,4.5,1029,2,9,Amazon FBA,0,0,https://www.amazon.in/AmazonBasics-High-Speed-Braided-10-Foot-1-Pack/dp/B07RY2X9MP/ref=sr_1_454?qid=1672909146&s=electronics&sr=1-454,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41m1oMmTMCL._SX300_SY300_QL70_FMwebp_.jpg
B0B2C5MJN6,Hisense 126 cm (50 inches) Bezelless Series 4K Ultra HD Smart LED Google TV 50A6H (Black),Consumer Electronics,0,EU,2,366.56,117.07,117.07,52,19061.12,4073.68,21.4,4.1,1555,3,9,Amazon FBA,0,0,https://www.amazon.in/Hisense-inches-Bezelless-Google-50A6H/dp/B0B2C5MJN6/ref=sr_1_456?qid=1672909146&s=electronics&sr=1-456,https://m.media-amazon.com/images/I/41uqZs26+oL._SY300_SX300_.jpg
B0BBMGLQDW,Tuarso 8K HDMI 2.1 Cable 48Gbps ; 1.5 Meter High-Speed Braided HDMI Cable ( 8K@60HZ、4K@...,Consumer Electronics,0,UK,3,5.7,1.05,1.05,15,85.5,14.25,16.7,4.2,47,4,9,Amazon FBA,0,0,https://www.amazon.in/Tuarso-High-Speed-Compatible-Television-Projectors/dp/B0BBMGLQDW/ref=sr_1_457?qid=1672909147&s=electronics&sr=1-457,https://m.media-amazon.com/images/I/41+BBk2fGcL._SX342_SY445_.jpg
B01LONQBDG,AmazonBasics USB Type-C to Micro-B 2.0 Cable - 6 Inches (15.2 Centimeters) - White,Consumer Electronics,0,UAE,4,18.0,4.26,4.26,263,4734.0,828.45,17.5,4.1,14896,3,8,Amazon FBA,1,1,https://www.amazon.in/AmazonBasics-USB-Type-C-Micro-B-Cable/dp/B01LONQBDG/ref=sr_1_458?qid=1672909147&s=electronics&sr=1-458,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31bCliyezAL._SX300_SY300_QL70_FMwebp_.jpg
B08XXF5V6G,Kodak 139 cm (55 inches) 4K Ultra HD Smart LED TV 55CA0909 (Black),Consumer Electronics,0,IN,0,29999.0,10402.43,10402.43,82,2459918.0,608100.52,24.7,4.4,1712,4,8,Amazon FBA,0,0,https://www.amazon.in/Kodak-inches-55CA0909-Digital-Surround/dp/B08XXF5V6G/ref=sr_1_462?qid=1672909147&s=electronics&sr=1-462,https://m.media-amazon.com/images/I/512qfz0MI0L._SX300_SY300_QL70_FMwebp_.jpg
